Wall time,Step,Value
1697072599.0325549,201321,2.1226428614795623e-08
1697072620.9348364,201930,4.390458840930478e-08
1697072631.682028,202220,3.4503894852377925e-08
1697072648.619064,202688,2.9443958382557867e-08
1697072723.1732879,204749,3.3075430394546856e-08
1697072759.715685,205754,3.1079398610245335e-08
1697072776.2061884,206208,2.8491552228615546e-08
1697072793.7554588,206697,4.064406056158987e-08
1697072809.2646968,207125,3.697339323593951e-08
1697072818.0671992,207369,3.418848493197402e-08
1697072859.6000078,208520,3.972650475247974e-08
1697072872.0989852,208861,6.139526931292494e-08
1697072887.1299894,209276,4.3411692018935355e-08
1697072903.699148,209727,3.368940681980348e-08
1697072917.6563292,210112,2.7956918557947574e-08
1697072932.2796898,210517,3.236718981725062e-08
1697072936.6320446,210634,3.123199832089085e-08
1697072945.0368278,210862,2.8002892449308092e-08
1697072955.6830928,211155,1.8449908267825776e-08
1697072965.905182,211439,4.000171571760802e-08
1697072995.3629239,212252,3.3236236873790403e-08
1697073004.9350786,212513,3.858987440708006e-08
1697073007.6258178,212589,3.359468792041298e-08
1697073019.100569,212904,2.651084329841069e-08
1697073027.114986,213125,3.6067536512973675e-08
1697073039.436417,213463,3.2726621412848544e-08
1697073041.2347553,213514,5.322750240566165e-08
1697073042.2531586,213545,3.121631308999895e-08
1697073045.0009315,213619,3.0805964001956454e-08
1697073048.4529626,213713,4.80725361740042e-08
1697073068.5183709,214262,2.4614491778152114e-08
1697073070.5920773,214319,3.241655122110387e-08
1697073081.9058933,214632,5.6230998524142706e-08
1697073094.131774,214968,3.075496834981095e-08
1697073097.4566064,215059,2.808025989509133e-08
1697073098.7319179,215094,2.6412497078354136e-08
1697073100.3421464,215139,5.191568064333296e-08
1697073136.2967443,216138,2.7931006840731243e-08
1697073171.8289387,217117,2.3828871320574763e-08
1697073176.1954055,217240,3.6056754026958515e-08
1697073177.7512772,217284,2.7078829845095242e-08
1697073183.533953,217440,3.39911068181209e-08
1697073187.3316286,217545,3.296124617691021e-08
1697073192.5637877,217691,4.4465274129379395e-08
1697073195.2634778,217766,2.757834671740511e-08
1697073231.7702663,218772,3.8568686022699694e-08
1697073236.5563362,218905,2.5049347485150975e-08
1697073253.7447553,219379,3.461842013052774e-08
1697073254.2826562,219392,2.1179683784566805e-08
1697073261.5220714,219595,3.333011378003903e-08
1697073266.6196344,219737,2.5448477103395817e-08
1697073273.7556686,219930,2.946159938232995e-08
1697073275.7980716,219984,2.988810265946995e-08
1697073275.9660873,219989,2.477094795949597e-08
1697073280.6520023,220123,4.0964273750887514e-08
1697073297.856255,220488,6.632730276123766e-08
1697073300.4048696,220559,3.2709234432104495e-08
1697073342.8294997,221723,3.6713515783048933e-08
1697073346.3913717,221824,2.6576941536404775e-08
1697073356.523083,222103,2.8728031509217544e-08
1697073363.5344453,222291,3.0403445094862036e-08
1697073373.6208966,222571,3.988738939142422e-08
1697073385.6551008,222903,3.827683414669991e-08
1697073389.7283297,223014,2.9484223063036552e-08
1697073416.9368868,223770,3.648517221677139e-08
1697073435.608154,224275,2.2758348094953362e-08
1697073448.5580084,224630,2.5692472149785317e-08
1697073450.2649064,224678,3.56388341060665e-08
1697073452.5026724,224737,3.0497751879465795e-08
1697073460.07059,224941,3.463230768829817e-08
1697073463.450483,225034,4.869218628300587e-08
1697073492.4007883,225827,2.776770102741466e-08
1697073496.784548,225943,2.257480780087917e-08
1697073536.1324258,227033,3.8157608628353046e-08
1697073540.293635,227149,3.3048124237211596e-08
1697073549.7849746,227412,3.200882758847001e-08
1697073551.7468245,227465,3.834560757809413e-08
1697073559.6211698,227677,3.281502358731814e-08
1697073567.9884715,227909,2.569385060269269e-08
1697073583.8293996,228344,1.8673979695904563e-08
1697073602.3586583,228860,2.5781442758443518e-08
1697073614.197747,229184,3.27441753711355e-08
1697073617.2599537,229270,3.84735976410866e-08
1697073645.0372276,230038,3.0978277720805636e-08
1697073659.8504426,230450,2.9635794263072057e-08
1697073665.9256413,230617,2.7627084620007736e-08
1697073692.6558316,231354,3.105080281784467e-08
1697073697.9384694,231494,2.3985375463553282e-08
1697073726.4302223,232280,3.009255422625756e-08
1697073746.9390125,232849,3.3170245217206684e-08
1697073758.04103,233158,3.2387816872869735e-08
1697073759.4877548,233199,4.437583811522927e-08
1697073779.4961367,233747,3.2866864785319194e-08
1697073790.0628004,234040,3.1557494395428876e-08
1697073804.0039887,234419,3.91554664247451e-08
1697073822.5005114,234928,2.910950236412191e-08
1697073824.784453,234992,2.651670705233755e-08
1697073825.131954,235002,2.310501123758968e-08
1697073843.043432,235490,3.982988516781916e-08
1697073851.9032934,235735,5.166761241071072e-08
1697073853.9354496,235793,2.5732157737934358e-08
1697073855.2067623,235826,3.1318514004397e-08
1697073858.0040884,235906,4.127635477857439e-08
1697073865.3632486,236108,2.413670685541547e-08
1697073871.2389283,236268,2.6840336175837365e-08
1697073888.7152185,236758,2.2008102007475827e-08
1697073891.747228,236842,2.531503717762007e-08
1697073915.9708993,237514,2.876799953810405e-08
1697073924.6141875,237749,7.219493625143514e-08
1697073927.303462,237824,3.0303514364504736e-08
1697073937.843701,238112,2.6168468281184687e-08
1697073944.7907975,238303,3.439324913756536e-08
1697073945.5272746,238322,3.563823725016846e-08
1697073946.1911023,238342,3.223598454837884e-08
1697073949.741648,238439,2.4360163664027823e-08
1697073958.6462908,238684,2.9216941754839354e-08
1697074008.4884164,240063,2.9757440955791026e-08
1697074016.3209858,240282,3.7821003218141414e-08
1697074020.4825199,240395,2.547299260413638e-08
1697074035.686008,240816,3.0458924271670185e-08
1697074047.5868995,241146,2.5015944871142892e-08
1697074056.9683483,241406,2.9082382724254785e-08
1697074074.764482,241898,2.7848759742710172e-08
1697074076.487631,241942,3.1608678341399354e-08
1697074092.10068,242376,3.2701152008485224e-08
1697074114.9032657,243000,3.130531567308026e-08
1697074117.825679,243081,2.4302529766373482e-08
1697074123.549224,243240,2.3739982424331174e-08
1697074138.7265096,243660,3.3067291127508724e-08
1697074151.0937176,243997,2.5346349019628178e-08
1697074172.792728,244589,2.665813880753376e-08
1697074183.480819,244887,2.398301113260004e-08
1697074195.5811846,245216,3.116719327067585e-08
1697074195.7633858,245221,3.370359635823661e-08
1697074206.2704055,245512,2.298645007670075e-08
1697074206.4317162,245517,2.624377692939106e-08
1697074219.728737,245882,3.8732498097715506e-08
1697074234.300241,246277,3.236204193513004e-08
1697074237.135157,246356,2.1140049710766107e-08
1697074257.445048,246917,2.7930383339480613e-08
1697074283.7272277,247649,2.568885193454662e-08
1697074304.9121766,248238,2.3793857550913344e-08
1697074326.275178,248826,3.2441597852539417e-08
1697074330.105358,248930,2.9570019322022745e-08
1697074331.259582,248962,4.8456435308708024e-08
1697074342.6290107,249278,3.578623619659993e-08
1697074348.3550344,249432,3.081030897078563e-08
1697074356.5911124,249660,2.0827256363986635e-08
1697074376.3895333,250207,3.4291350203830007e-08
1697074377.0906258,250224,2.6130733132845307e-08
1697074379.5560164,250293,2.6427635191339505e-08
1697074399.4270997,250844,2.680504884722268e-08
1697074409.8162444,251132,2.9361888920220736e-08
1697074431.3873324,251729,2.9416218794153792e-08
1697074432.9089859,251771,2.8613730052029496e-08
1697074442.6931517,252035,4.011154430827446e-08
1697074467.628861,252720,3.336469234227479e-08
1697074468.998203,252760,2.5804286707398205e-08
1697074512.5956879,253966,2.7631283927576078e-08
1697074540.2968078,254728,3.9252988415228174e-08
1697074543.1347964,254804,2.7092648124948937e-08
1697074557.588923,255202,3.07412513222971e-08
1697074598.1535125,256322,2.723593262032864e-08
1697074600.9379761,256399,3.730185582639933e-08
1697074618.389021,256888,3.4050465558266296e-08
1697074620.9056542,256955,6.830542531588435e-08
1697074635.9038186,257375,2.6764681138047308e-08
1697074641.4955533,257529,2.8752413783195152e-08
1697074653.8502905,257873,3.262731951281239e-08
1697074671.518662,258361,2.5684240512191536e-08
1697074697.7173712,259087,4.7122274082767035e-08
1697074724.7515185,259831,3.560258221568802e-08
1697074736.2593606,260155,3.091626510354217e-08
1697074745.5399895,260413,2.39647679478594e-08
1697074758.6230438,260776,2.3771431045815916e-08
1697074765.8125663,260974,4.161278255310208e-08
1697074770.4319646,261101,3.470244536174505e-08
1697074807.550999,262124,2.358864747975531e-08
1697074814.9083867,262322,3.1476698580945595e-08
1697074818.4575284,262422,3.492138489491481e-08
1697074819.5236075,262451,3.50203954724293e-08
1697074824.7519884,262594,2.3468373910873197e-08
1697074837.0030267,262932,3.208096188700438e-08
1697074845.3263426,263165,2.8042787647564182e-08
1697074860.104577,263574,3.619597066517599e-08
1697074880.9338322,264148,2.5736600406389698e-08
1697074881.1603966,264155,2.42259989846616e-08
1697074899.0031767,264646,2.684544675446432e-08
1697074914.1412373,265062,2.261162279637574e-08
1697074917.6163964,265161,3.122459801829791e-08
1697074953.6311152,266155,3.72066395470938e-08
1697074962.8198032,266405,2.7665713275837334e-08
1697074976.0350685,266773,2.7907130828452864e-08
1697074982.7436364,266959,4.171982226353066e-08
1697074992.655932,267235,2.74797500310342e-08
1697074993.9715908,267269,2.113138819481719e-08
1697075028.3575222,268220,2.0768057495956782e-08
1697075031.7375934,268314,2.2101845686961497e-08
1697075043.2243228,268631,3.653389768487614e-08
1697075048.5858366,268781,3.1932497535080984e-08
1697075120.0353935,270760,3.6372156841935066e-08
1697075120.55912,270773,2.3101669910374767e-08
1697075121.6099355,270803,2.4408819854215835e-08
1697075138.6251736,271276,2.5625487509728373e-08
1697075165.201,272004,3.682912463887078e-08
1697075202.9044619,273046,2.1031446806318854e-08
1697075206.1076417,273130,3.280290528095975e-08
1697075208.9423568,273211,3.400401382691598e-08
1697075221.97025,273570,2.6582767986838007e-08
1697075277.4294648,275107,3.5656519514759566e-08
1697075289.7585654,275440,3.801847370255018e-08
1697075295.1668253,275590,3.545087423617588e-08
1697075333.9037263,276656,2.717841418586886e-08
1697075336.1586146,276716,3.071271592602898e-08
1697075341.2374868,276857,4.757644944675121e-08
1697075349.1679204,277075,2.951310840160204e-08
1697075388.1661363,278156,2.377399610509201e-08
1697075418.3299844,278986,3.436938555978486e-08
1697075435.8253143,279471,4.1446995169280854e-08
1697075438.3603961,279544,3.10525400948336e-08
1697075465.0660157,280279,2.6387674267880357e-08
1697075471.37505,280454,7.294807602420406e-08
1697075477.6285253,280627,2.7965867843704473e-08
1697075500.8170958,281260,3.0589625055199576e-08
1697075517.399882,281718,2.2212210737393434e-08
1697075519.738799,281785,2.99992528596249e-08
1697075520.9993935,281818,3.910142254426319e-08
1697075534.119812,282183,3.1561555147163745e-08
1697075540.6608703,282361,3.473923726460271e-08
1697075555.2366269,282765,2.1636866520680087e-08
1697075558.134887,282843,3.1230211305910416e-08
1697075558.9824605,282865,2.7958245496506606e-08
1697075567.2800157,283099,2.964588219356301e-08
1697075579.4796116,283435,3.371754786485326e-08
1697075582.0320644,283505,4.588862267951299e-08
1697075612.7625175,284353,2.8690168463185728e-08
1697075633.8519788,284933,3.216607780132108e-08
1697075656.1261723,285545,2.652183361817606e-08
1697075660.371289,285658,3.3980921188003776e-08
1697075660.6739702,285667,2.3210350974522953e-08
1697075690.8332005,286506,2.564021528428384e-08
1697075725.2957847,287458,3.015423288843522e-08
1697075736.6554313,287771,2.985546032618913e-08
1697075752.3973212,288207,4.8082114290082245e-08
1697075779.205177,288949,2.7841602801004228e-08
1697075823.3059466,290160,2.4964457168152876e-08
1697075841.6160061,290677,3.049174779334862e-08
1697075858.3549464,291143,2.167820944976029e-08
1697075867.9376054,291411,2.3432683349255967e-08
1697075878.2064276,291696,2.7163800098151114e-08
1697075880.6581397,291765,3.852322549846576e-08
1697075898.3578517,292256,2.1518983928103808e-08
1697075948.0951793,293637,2.1143751638419417e-08
1697075963.3607037,294062,3.3644163011103956e-08
1697076002.9746823,295154,2.9557456926454506e-08
1697076033.7107904,296015,3.8135784308224174e-08
1697076139.1690807,298945,2.7271997993238983e-08
1697076177.1635702,300014,2.6174047818017243e-08
1697076177.3581781,300020,2.848481983619422e-08
1697076178.4058397,300048,3.3368866780847384e-08
1697076183.2940545,300189,2.8164400589503202e-08
1697076195.8047323,300536,2.9246917776504233e-08
1697076210.1339443,300937,3.4462548370584045e-08
1697076229.1651042,301475,2.4375772511575633e-08
1697076238.6604888,301742,3.569299167338613e-08
1697076248.2976038,302014,4.556137511713132e-08
1697076259.2325218,302316,2.449813862881456e-08
1697076269.3018293,302595,2.257436371166932e-08
1697076290.714998,303201,2.4061153069965258e-08
1697076353.009221,304946,2.46382327873107e-08
1697076355.0661469,305005,2.6700623934061696e-08
1697076365.4622455,305298,2.0795305033516343e-08
1697076372.9420779,305509,2.37006290149111e-08
1697076391.5200367,306033,2.2095905549690542e-08
1697076393.5854723,306092,3.401498105404244e-08
1697076407.9380589,306495,3.0505479031717186e-08
1697076425.232687,306983,2.968335088837648e-08
1697076427.9058547,307057,2.6289761478892615e-08
1697076436.7859695,307309,2.7655618239919022e-08
1697076455.9361,307847,2.3973379725816812e-08
1697076460.787159,307984,3.2669607463731154e-08
1697076470.8253224,308268,2.7054834816908624e-08
1697076476.4624584,308428,3.167522066860329e-08
1697076497.3951867,309019,2.0895557284461574e-08
1697076507.9581456,309314,2.213065641853973e-08
1697076511.0054414,309399,3.126448788748348e-08
1697076511.852267,309422,2.4641620299803435e-08
1697076521.359712,309689,3.566518103070848e-08
1697076535.6244466,310090,2.5395770819613972e-08
1697076554.723193,310630,2.9010678304075554e-08
1697076564.5907667,310907,3.052871733189022e-08
1697076569.17471,311038,2.258114406572531e-08
1697076615.1113145,312327,2.6124732599441813e-08
1697076616.259575,312359,2.643093388599027e-08
1697076652.5548487,313368,2.1494447111081172e-08
1697076679.971729,314118,3.141436977216472e-08
1697076685.4048915,314268,2.948318922335602e-08
1697076701.2282073,314715,3.285663296992425e-08
1697076702.074924,314737,2.450911829043889e-08
1697076736.9705834,315725,3.545525473214184e-08
1697076738.4935918,315768,2.8849823863197344e-08
1697076747.0003655,316008,2.6881798120825806e-08
1697076754.8138483,316226,2.491329098575079e-08
1697076760.0026004,316372,2.3348006195078597e-08
1697076760.8132856,316396,2.1349539025550257e-08
1697076769.9706285,316654,2.9782141197642886e-08
1697076789.4579675,317203,3.928332859004513e-08
1697076815.2655506,317932,3.5039604995290574e-08
1697076816.6935961,317972,2.4047892566159135e-08
1697076830.5537133,318359,2.8942917396079793e-08
1697076850.0724483,318909,2.543520238873498e-08
1697076859.0403473,319156,3.1243985176843125e-08
1697076865.3303301,319336,2.073343630115687e-08
1697076875.4965103,319621,2.225682926848549e-08
1697076883.3884037,319843,2.320417280543552e-08
1697076891.370176,320067,4.86771654095719e-08
1697076893.024666,320114,2.925856890101386e-08
1697076919.9375408,320877,3.314535135245933e-08
1697076931.2616944,321197,2.7628569654325474e-08
1697076953.457319,321824,3.43969794869281e-08
1697076958.6787105,321972,3.51201592252437e-08
1697076969.2076185,322270,3.663624426053502e-08
1697076978.2023761,322521,2.7228667320855493e-08
1697076979.905949,322569,2.808321930558577e-08
1697076984.3280556,322695,3.305886409066261e-08
1697076992.6324477,322927,2.366482476645615e-08
1697077003.9372733,323241,2.814701716147283e-08
1697077005.399889,323282,2.6466139502190345e-08
1697077019.8192828,323692,2.983558289315624e-08
1697077027.004583,323895,2.44333264731722e-08
1697077054.9897575,324685,3.169854778661829e-08
1697077069.7481806,325103,2.8107439931090994e-08
1697077080.1706371,325393,2.505626284232676e-08
1697077083.2299836,325482,2.6792688956334132e-08
1697077091.3602924,325710,2.8366558879611148e-08
1697077096.3586805,325850,3.567283357597262e-08
1697077113.7152598,326340,1.950108519110927e-08
1697077114.3031762,326354,2.0496443653428287e-08
1697077117.0686803,326434,2.776598329035096e-08
1697077140.68544,327101,3.185873609368173e-08
1697077149.7500145,327358,2.6930884189368953e-08
1697077182.8190382,328291,2.5000119308060675e-08
1697077199.9032164,328770,3.262048764440806e-08
1697077200.0329242,328774,2.0110316967247854e-08
1697077200.650257,328793,4.536803288601732e-08
1697077202.523353,328846,1.964615492511257e-08
1697077207.0335653,328972,2.1163307550864374e-08
1697077225.8467164,329503,2.202828852659877e-08
1697077255.4630785,330337,3.307475893166156e-08
1697077266.425526,330649,2.7954818904163403e-08
1697077274.3303943,330868,2.4556829458788343e-08
1697077276.1865506,330920,2.6877120973267665e-08
1697077281.9679027,331084,3.171739137997065e-08
1697077289.2309992,331290,2.2500799445879238e-08
1697077329.7147224,332429,3.156311834118242e-08
1697077360.6498253,333303,2.8300402021841364e-08
1697077384.162997,333966,3.419039273921953e-08
1697077386.1509519,334022,2.3876321364468822e-08
1697077388.3388603,334081,3.183545160823087e-08
1697077411.6194177,334741,3.5671327225372806e-08
1697077429.4978611,335243,3.0827134622768426e-08
1697077467.813649,336325,3.383818025781693e-08
1697077491.231579,336984,2.2991670789451746e-08
1697077509.2722344,337492,2.6847772005567094e-08
1697077517.4915886,337726,2.986539016092138e-08
1697077528.489304,338035,3.0969065534236506e-08
1697077531.2732265,338112,2.6205059455719493e-08
1697077545.389388,338513,2.1870741662155524e-08
1697077578.939172,339454,2.6543558462321926e-08
1697077579.7504435,339476,2.9105670762419322e-08
1697077590.8558514,339791,2.2901243568185237e-08
1697077596.79323,339957,3.1753661033917524e-08
1697077635.470621,341048,3.0619183633007196e-08
1697077644.9060452,341316,2.610786253853803e-08
1697077673.8468945,342132,3.463634001832361e-08
1697077681.8523853,342346,2.2040609337636852e-08
1697077684.071289,342408,3.3193845894174956e-08
1697077709.6245456,343116,2.857628444985494e-08
1697077711.2449841,343162,2.8402322271858793e-08
1697077713.034856,343210,2.3043567054514824e-08
1697077721.0626378,343437,3.5610408843922414e-08
1697077722.8148034,343484,2.7926397194733e-08
1697077731.4555364,343725,2.4454070768342717e-08
1697077745.8597548,344118,2.268901511115473e-08
1697077772.6202822,344860,3.2250031978264815e-08
1697077782.387915,345132,3.0388314087304025e-08
1697077783.8581634,345174,2.778472563136347e-08
1697077799.795222,345615,3.811672044662373e-08
1697077805.7203104,345781,3.184182517657064e-08
1697077824.1966808,346287,2.2072534022754553e-08
1697077827.5922418,346381,1.8560855963301037e-08
1697077885.7449927,347991,2.203845284043382e-08
1697077887.5181487,348041,2.9777345034176506e-08
1697077892.160345,348169,2.3769839430087814e-08
1697077892.4175816,348177,2.2990379378029502e-08
1697077966.937941,350232,2.9783127075688753e-08
1697077997.6360488,351090,4.146104615188051e-08
1697078004.0943642,351268,3.003670556722682e-08
1697078042.4066935,352325,3.206599785698927e-08
1697078047.6234453,352468,3.2431767493790176e-08
1697078101.7517982,353968,2.6761352245330272e-08
1697078115.0690389,354338,2.329248793841998e-08
1697078147.259969,355230,2.2799696353104082e-08
1697078160.2814314,355589,3.320508668025468e-08
1697078180.9057882,356163,2.5737536546444062e-08
1697078194.2851238,356540,2.7820355796848162e-08
1697078218.236369,357200,2.274855503969775e-08
1697078233.90552,357638,3.0487566249348674e-08
1697078249.2932038,358065,3.609797261105996e-08
1697078260.5646532,358377,2.5906377487672216e-08
1697078264.6805673,358493,2.2876282201877984e-08
1697078265.527707,358515,2.7621208431583e-08
1697078273.3466537,358734,3.8690505022032085e-08
1697078285.2302876,359064,2.433378121224905e-08
1697078287.2665718,359121,2.1165861951999432e-08
1697078307.8504188,359688,2.7276023217837064e-08
1697078333.0084941,360385,3.0006471973820226e-08
1697078390.863347,361983,2.508884655583188e-08
1697078408.097556,362460,2.6964498189840924e-08
1697078420.233338,362791,2.5015637561409676e-08
1697078427.194077,362976,2.13703792439901e-08
1697078438.3678179,363288,3.665524062057557e-08
1697078465.198731,364025,2.860658021575091e-08
1697078492.0172424,364766,2.63158064228719e-08
1697078503.2625527,365076,2.2457950166199225e-08
1697078543.938525,366202,2.8792278783384972e-08
1697078550.516817,366382,3.1453950555260235e-08
1697078579.911956,367199,2.1328403931875073e-08
1697078626.4888597,368494,2.72261608813551e-08
1697078636.682153,368777,2.3847976038382512e-08
1697078642.6011193,368937,2.4772498719016767e-08
1697078642.8351219,368944,2.0959820545840557e-08
1697078645.4303703,369017,2.362884110596042e-08
1697078656.786386,369330,3.016264216171294e-08
1697078682.0216584,370032,2.1456321164237124e-08
1697078715.9708703,370973,2.177867131081257e-08
1697078720.971148,371112,2.5856305541083202e-08
1697078727.1490836,371280,2.7699094573563343e-08
1697078755.6204512,372071,3.2301002761414566e-08
1697078765.547088,372340,2.4940259635286566e-08
1697078766.5455575,372370,2.9526249889499923e-08
1697078766.905146,372379,2.0329421701603678e-08
1697078779.7793071,372735,2.6497346539144928e-08
1697078790.130423,373021,2.8791056649879465e-08
1697078803.1333938,373385,2.0687462409796353e-08
1697078806.3358314,373472,2.2417735223712043e-08
1697078851.4307904,374716,4.384731155937516e-08
1697078866.0622463,375120,2.626155293228294e-08
1697078866.9074836,375145,2.1624137147568945e-08
1697078917.5243745,376546,2.8539515639636193e-08
1697078921.1702669,376647,3.3835377166724356e-08
1697078937.5568748,377094,2.3981691299468366e-08
1697078960.1510544,377722,2.745389515723673e-08
1697078977.158254,378189,2.6762856819573244e-08
1697078996.0709658,378710,3.176780083435915e-08
1697079002.745776,378897,2.5779728574093497e-08
1697079012.7273486,379163,2.8127784545972645e-08
1697079025.5776825,379522,2.6585526669009596e-08
1697079043.692016,380027,2.3107334712335614e-08
1697079099.3015385,381558,2.7413783243446233e-08
1697079103.4588308,381672,2.3845977636938187e-08
1697079125.4844863,382275,3.8091297227538234e-08
1697079159.3870873,383214,3.4360692069412835e-08
1697079159.841385,383228,2.823572664567564e-08
1697079184.130985,383902,2.3292766826443767e-08
1697079230.621469,385188,4.0868101791602385e-08
1697079251.4915445,385772,2.4966540834725492e-08
1697079257.4799025,385935,1.928243520410433e-08
1697079283.5929017,386655,2.885167305066716e-08
1697079285.733821,386714,2.654799224899307e-08
1697079307.2314303,387311,2.2453882309037e-08
1697079325.5564961,387817,2.7158968407547945e-08
1697079344.9041712,388349,2.4063830039722234e-08
1697079452.6523764,391327,3.054800501445243e-08
1697079464.0344532,391641,2.0838335501593974e-08
1697079483.3561423,392172,2.9751257457633073e-08
1697079494.6516862,392489,1.9387858429809057e-08
1697079495.3679557,392507,2.941371057829656e-08
1697079495.7546742,392517,3.9845737376253965e-08
1697079529.0988395,393429,2.820349997989524e-08
1697079536.7825553,393643,2.854980252209316e-08
1697079563.968512,394392,3.820777649821139e-08
1697079572.2953563,394623,3.6607893605378194e-08
1697079572.4568617,394628,2.7941005953380227e-08
1697079575.0690646,394700,2.2803504862167756e-08
1697079577.587179,394770,2.98781905883061e-08
1697079584.6726108,394965,2.5999121078257303e-08
1697079589.332288,395094,1.9804351936159037e-08
1697079590.2599933,395120,2.81846119776219e-08
1697079600.3837106,395399,2.3340094301715908e-08
1697079659.5876975,397023,2.2778715802473926e-08
1697079679.5352368,397578,2.372387974958201e-08
1697079689.199563,397842,2.4756571903594704e-08
1697079704.4644053,398263,2.7400592017556846e-08
1697079719.744728,398685,3.3619997452660755e-08
1697079724.3470411,398804,2.566927648217643e-08
1697079727.67543,398892,2.5396611036399008e-08
